Wall time,Step,Value
1626245166.11572,173,0.10962115228176117
1626245169.139017,245,0.10220739990472794
1626245178.37785,466,0.09058430790901184
1626245180.249897,511,0.0890924409031868
1626245182.175418,557,0.0878957137465477
1626245186.369564,659,0.08563605695962906
1626245192.490353,805,0.08319421857595444
1626245201.69077,1027,0.08030228316783905
1626245206.131518,1133,0.07926128059625626
1626245208.288441,1185,0.07891742885112762
1626245211.981445,1272,0.07826532423496246
1626245218.07904,1418,0.07724108546972275
1626245219.868037,1459,0.07699476927518845
1626245221.39992,1495,0.07681725919246674
1626245222.082075,1511,0.0767243430018425
1626245223.746093,1549,0.0765271708369255
1626245224.470104,1566,0.07645496726036072
1626245240.586113,1941,0.07464282959699631
1626245241.472561,1961,0.07456162571907043
1626245264.552679,2504,0.07295802980661392
1626245267.63913,2578,0.07276931405067444
1626245272.712411,2694,0.07259977608919144
1626245273.291026,2709,0.072573721408844
1626245273.662483,2718,0.0725632831454277
1626245289.175236,3084,0.07195719331502914
1626245295.851009,3242,0.07167579233646393
1626245296.876992,3266,0.07163649797439575
1626245309.887431,3567,0.07117460668087006
1626245311.363361,3601,0.07113150507211685
1626245313.705749,3655,0.07103314995765686
1626245314.36177,3669,0.07100827991962433
1626245329.425467,4024,0.07043807953596115
1626245332.998653,4110,0.0703510046005249
1626245333.50004,4122,0.07033790647983551
1626245335.926006,4182,0.07025031000375748
1626245337.836237,4228,0.07021034508943558
1626245364.739067,4329,0.06531620025634766
1626245374.620862,4565,0.06543220579624176
1626245385.776378,4833,0.06458936631679535
1626245396.520546,5091,0.06468401849269867
1626245398.411461,5137,0.06466613709926605
1626245400.498472,5188,0.06462029367685318
1626245401.038877,5201,0.06459446996450424
1626245403.664535,5263,0.06448796391487122
1626245405.031458,5296,0.06447488069534302
1626245407.801968,5363,0.06443563103675842
1626245411.652023,5455,0.06435282528400421
1626245420.506552,5668,0.06411737948656082
1626245427.392368,5833,0.0640215277671814
1626245428.800618,5867,0.0639764741063118
1626245433.622491,5982,0.06390661746263504
1626245434.273778,5998,0.06391260027885437
1626245436.658699,6054,0.06390451639890671
1626245440.194944,6139,0.0638582780957222
1626245443.857628,6226,0.06384485960006714
1626245446.113755,6280,0.06388101726770401
1626245448.443452,6335,0.0638674721121788
1626245449.864179,6370,0.06388706713914871
1626245458.209627,6570,0.06381181627511978
1626245464.919689,6731,0.06375816464424133
1626245465.75468,6751,0.06374578922986984
